path,module_type,cve,rank,disclosure_date
metasploit-framework/modules/auxiliary/admin/http/foreman_openstack_satellite_priv_esc.rb,auxiliary,CVE-2013-2113,,Jun 6 2013
metasploit-framework/modules/auxiliary/admin/http/fortinet_fortiweb_create_admin.rb,auxiliary,CVE-2025-64446,,2025-11-14
metasploit-framework/modules/auxiliary/admin/http/fortra_filecatalyst_workflow_sqli.rb,auxiliary,CVE-2024-5276,,2024-06-25
metasploit-framework/modules/auxiliary/admin/http/gitlab_password_reset_account_takeover.rb,auxiliary,CVE-2023-7028,,2024-01-11
metasploit-framework/modules/auxiliary/admin/http/gitstack_rest.rb,auxiliary,CVE-2018-5955,,2018-01-15
metasploit-framework/modules/auxiliary/admin/http/hikvision_unauth_pwd_reset_cve_2017_7921.rb,auxiliary,CVE-2017-7921,,2017-09-23
metasploit-framework/modules/auxiliary/admin/http/hp_web_jetadmin_exec.rb,auxiliary,,,2004-04-27
metasploit-framework/modules/auxiliary/admin/http/ibm_drm_download.rb,auxiliary,CVE-2020-4427; CVE-2020-4429,,2020-04-21
metasploit-framework/modules/auxiliary/admin/http/idsecure_auth_bypass.rb,auxiliary,CVE-2023-6329,,2023-11-27
metasploit-framework/modules/auxiliary/admin/http/iis_auth_bypass.rb,auxiliary,CVE-2010-2731,,2010-07-02
metasploit-framework/modules/auxiliary/admin/http/intersil_pass_reset.rb,auxiliary,CVE-2007-4915,,2007-09-10
metasploit-framework/modules/auxiliary/admin/http/iomega_storcenterpro_sessionid.rb,auxiliary,CVE-2009-2367,,
metasploit-framework/modules/auxiliary/admin/http/ivanti_vtm_admin.rb,auxiliary,CVE-2024-7593,,2024-08-05
metasploit-framework/modules/auxiliary/admin/http/jboss_bshdeployer.rb,auxiliary,CVE-2010-0738,,
metasploit-framework/modules/auxiliary/admin/http/jboss_deploymentfilerepository.rb,auxiliary,CVE-2010-0738,,
metasploit-framework/modules/auxiliary/admin/http/jboss_seam_exec.rb,auxiliary,CVE-2010-1871,,2010-07-19
metasploit-framework/modules/auxiliary/admin/http/joomla_registration_privesc.rb,auxiliary,CVE-2016-8869; CVE-2016-8870,,2016-10-25
metasploit-framework/modules/auxiliary/admin/http/kaseya_master_admin.rb,auxiliary,CVE-2015-6922,,2015-09-23
metasploit-framework/modules/auxiliary/admin/http/katello_satellite_priv_esc.rb,auxiliary,CVE-2013-2143,,Mar 24 2014
metasploit-framework/modules/auxiliary/admin/http/limesurvey_file_download.rb,auxiliary,CVE-2025-34120,,2015-10-12
metasploit-framework/modules/auxiliary/admin/http/linksys_e1500_e2500_exec.rb,auxiliary,CVE-2018-3953,,2013-02-05
metasploit-framework/modules/auxiliary/admin/http/linksys_tmunblock_admin_reset_bof.rb,auxiliary,CVE-2014-125122,,2014-02-19
metasploit-framework/modules/auxiliary/admin/http/linksys_wrt54gl_exec.rb,auxiliary,CVE-2023-31742,,2013-01-18
metasploit-framework/modules/auxiliary/admin/http/manage_engine_dc_create_admin.rb,auxiliary,CVE-2014-7862,,2014-12-31
metasploit-framework/modules/auxiliary/admin/http/manageengine_dir_listing.rb,auxiliary,CVE-2014-7863,,2015-01-28
metasploit-framework/modules/auxiliary/admin/http/manageengine_file_download.rb,auxiliary,CVE-2014-7863,,2015-01-28
metasploit-framework/modules/auxiliary/admin/http/manageengine_pmp_privesc.rb,auxiliary,CVE-2014-8499,,2014-11-08
metasploit-framework/modules/auxiliary/admin/http/mantisbt_password_reset.rb,auxiliary,CVE-2017-7615,,2017-04-16
metasploit-framework/modules/auxiliary/admin/http/mutiny_frontend_read_delete.rb,auxiliary,CVE-2013-0136,,2013-05-15
metasploit-framework/modules/auxiliary/admin/http/netflow_file_download.rb,auxiliary,CVE-2014-5445,,2014-11-30
metasploit-framework/modules/auxiliary/admin/http/netgear_auth_download.rb,auxiliary,CVE-2016-1524,,2016-02-04
metasploit-framework/modules/auxiliary/admin/http/netgear_pnpx_getsharefolderlist_auth_bypass.rb,auxiliary,CVE-2021-45511,,2021-09-06
metasploit-framework/modules/auxiliary/admin/http/netgear_r6700_pass_reset.rb,auxiliary,CVE-2020-10923; CVE-2020-10924,,2020-06-15
metasploit-framework/modules/auxiliary/admin/http/netgear_r7000_backup_cgi_heap_overflow_rce.rb,auxiliary,CVE-2021-31802,,2021-04-21
metasploit-framework/modules/auxiliary/admin/http/netgear_soap_password_extractor.rb,auxiliary,,,Feb 11 2015
metasploit-framework/modules/auxiliary/admin/http/netgear_wnr2000_pass_recovery.rb,auxiliary,CVE-2016-10175; CVE-2016-10176,,2016-12-20
metasploit-framework/modules/auxiliary/admin/http/nexpose_xxe_file_read.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/http/novell_file_reporter_filedelete.rb,auxiliary,CVE-2011-2750,,
metasploit-framework/modules/auxiliary/admin/http/nuuo_nvrmini_reset.rb,auxiliary,CVE-2016-5676,,2016-08-04
metasploit-framework/modules/auxiliary/admin/http/openbravo_xxe.rb,auxiliary,CVE-2013-3617,,2013-10-30
metasploit-framework/modules/auxiliary/admin/http/pfadmin_set_protected_alias.rb,auxiliary,CVE-2017-5930,,2017-02-03
metasploit-framework/modules/auxiliary/admin/http/pihole_domains_api_exec.rb,auxiliary,CVE-2021-32706,,2021-08-04
metasploit-framework/modules/auxiliary/admin/http/rails_devise_pass_reset.rb,auxiliary,CVE-2013-0233,,2013-01-28
metasploit-framework/modules/auxiliary/admin/http/scadabr_credential_dump.rb,auxiliary,,,2017-05-28
metasploit-framework/modules/auxiliary/admin/http/scrutinizer_add_user.rb,auxiliary,CVE-2012-2626,,2012-07-27
metasploit-framework/modules/auxiliary/admin/http/sophos_wpa_traversal.rb,auxiliary,CVE-2013-2641,,2013-04-03
metasploit-framework/modules/auxiliary/admin/http/supra_smart_cloud_tv_rfi.rb,auxiliary,CVE-2019-12477,,2019-06-03
metasploit-framework/modules/auxiliary/admin/http/sysaid_admin_acct.rb,auxiliary,CVE-2015-2993,,2015-06-03
metasploit-framework/modules/auxiliary/admin/http/sysaid_file_download.rb,auxiliary,CVE-2015-2996; CVE-2015-2997,,2015-06-03
metasploit-framework/modules/auxiliary/admin/http/sysaid_sql_creds.rb,auxiliary,CVE-2015-2996; CVE-2015-2998,,2015-06-03
metasploit-framework/modules/auxiliary/admin/http/telpho10_credential_dump.rb,auxiliary,,,2016-09-02
metasploit-framework/modules/auxiliary/admin/http/tomcat_administration.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/http/tomcat_ghostcat.rb,auxiliary,CVE-2020-1938,,2020-02-20
metasploit-framework/modules/auxiliary/admin/http/tomcat_utf8_traversal.rb,auxiliary,CVE-2008-2938,,Jan 9 2009
metasploit-framework/modules/auxiliary/admin/http/trendmicro_dlp_traversal.rb,auxiliary,CVE-2008-2938,,Jan 9 2009
metasploit-framework/modules/auxiliary/admin/http/typo3_news_module_sqli.rb,auxiliary,CVE-2017-7581,,2017-04-06
metasploit-framework/modules/auxiliary/admin/http/typo3_sa_2009_001.rb,auxiliary,CVE-2009-0255,,Jan 20 2009
metasploit-framework/modules/auxiliary/admin/http/typo3_sa_2009_002.rb,auxiliary,CVE-2009-0815,,2009-02-10
metasploit-framework/modules/auxiliary/admin/http/typo3_sa_2010_020.rb,auxiliary,CVE-2010-3714,,
metasploit-framework/modules/auxiliary/admin/http/typo3_winstaller_default_enc_keys.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/http/ulterius_file_download.rb,auxiliary,CVE-2017-16806,,
metasploit-framework/modules/auxiliary/admin/http/vbulletin_upgrade_admin.rb,auxiliary,CVE-2013-6129,,2013-10-09
metasploit-framework/modules/auxiliary/admin/http/webnms_cred_disclosure.rb,auxiliary,CVE-2016-6601; CVE-2016-6602,,2016-07-04
metasploit-framework/modules/auxiliary/admin/http/webnms_file_download.rb,auxiliary,CVE-2016-6601,,2016-07-04
metasploit-framework/modules/auxiliary/admin/http/whatsup_gold_sqli.rb,auxiliary,CVE-2024-6670,,2024-08-29
metasploit-framework/modules/auxiliary/admin/http/wp_automatic_plugin_privesc.rb,auxiliary,CVE-2021-4374,,2021-09-06
metasploit-framework/modules/auxiliary/admin/http/wp_custom_contact_forms.rb,auxiliary,,,2014-08-07
metasploit-framework/modules/auxiliary/admin/http/wp_easycart_privilege_escalation.rb,auxiliary,CVE-2015-2673,,2015-02-25
metasploit-framework/modules/auxiliary/admin/http/wp_gdpr_compliance_privesc.rb,auxiliary,CVE-2018-19207,,2018-11-08
metasploit-framework/modules/auxiliary/admin/http/wp_google_maps_sqli.rb,auxiliary,CVE-2019-10692,,2019-04-02
metasploit-framework/modules/auxiliary/admin/http/wp_masterstudy_privesc.rb,auxiliary,CVE-2022-0441,,2022-02-18
metasploit-framework/modules/auxiliary/admin/http/wp_post_smtp_acct_takeover.rb,auxiliary,CVE-2023-6875,,2024-01-10
metasploit-framework/modules/auxiliary/admin/http/wp_symposium_sql_injection.rb,auxiliary,CVE-2015-6522,,2015-08-18
metasploit-framework/modules/auxiliary/admin/http/wp_wplms_privilege_escalation.rb,auxiliary,CVE-2015-10139,,2015-02-09
metasploit-framework/modules/auxiliary/admin/http/zyxel_admin_password_extractor.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/kerberos/forge_ticket.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/kerberos/get_ticket.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/kerberos/inspect_ticket.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/kerberos/keytab.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/kerberos/ms14_068_kerberos_checksum.rb,auxiliary,CVE-2014-6324,,2014-11-18
metasploit-framework/modules/auxiliary/admin/kerberos/ticket_converter.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/ldap/ad_cs_cert_template.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/ldap/bad_successor.rb,auxiliary,,,2025-05-21
metasploit-framework/modules/auxiliary/admin/ldap/change_password.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/ldap/ldap_object_attribute.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/ldap/rbcd.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/ldap/shadow_credentials.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/ldap/vmware_vcenter_vmdir_auth_bypass.rb,auxiliary,CVE-2020-3952,,2020-04-09
metasploit-framework/modules/auxiliary/admin/maxdb/maxdb_cons_exec.rb,auxiliary,CVE-2008-0244,,2008-01-09
metasploit-framework/modules/auxiliary/admin/misc/brother_default_admin_auth_bypass_cve_2024_51978.rb,auxiliary,CVE-2024-51977; CVE-2024-51978,,2025-06-25
metasploit-framework/modules/auxiliary/admin/misc/sercomm_dump_config.rb,auxiliary,,,2013-12-31
metasploit-framework/modules/auxiliary/admin/misc/wol.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/motorola/wr850g_cred.rb,auxiliary,CVE-2004-1550,,2004-09-24
metasploit-framework/modules/auxiliary/admin/ms/ms08_059_his2006.rb,auxiliary,CVE-2008-3466,,2008-10-14
metasploit-framework/modules/auxiliary/admin/mssql/mssql_enum.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/mssql/mssql_enum_domain_accounts.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/mssql/mssql_enum_domain_accounts_sqli.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/mssql/mssql_enum_sql_logins.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/mssql/mssql_escalate_dbowner.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/mssql/mssql_escalate_dbowner_sqli.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/mssql/mssql_escalate_execute_as.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/mssql/mssql_escalate_execute_as_sqli.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/mssql/mssql_exec.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/mssql/mssql_findandsampledata.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/mssql/mssql_idf.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/mssql/mssql_ntlm_stealer.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/mssql/mssql_ntlm_stealer_sqli.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/mssql/mssql_sql.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/mssql/mssql_sql_file.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/mysql/mysql_enum.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/mysql/mysql_sql.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/natpmp/natpmp_map.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/netbios/netbios_spoof.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/networking/arista_config.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/networking/brocade_config.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/networking/cisco_asa_extrabacon.rb,auxiliary,CVE-2016-6366,,
metasploit-framework/modules/auxiliary/admin/networking/cisco_config.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/networking/cisco_dcnm_auth_bypass.rb,auxiliary,CVE-2019-15975,,2020-06-01
metasploit-framework/modules/auxiliary/admin/networking/cisco_dcnm_download.rb,auxiliary,CVE-2019-1619; CVE-2019-1621,,2019-06-26
metasploit-framework/modules/auxiliary/admin/networking/cisco_secure_acs_bypass.rb,auxiliary,CVE-2011-0951,,
metasploit-framework/modules/auxiliary/admin/networking/cisco_vpn_3000_ftp_bypass.rb,auxiliary,CVE-2006-4313,,2006-08-23
metasploit-framework/modules/auxiliary/admin/networking/f5_config.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/networking/juniper_config.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/networking/mikrotik_config.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/networking/thinmanager_traversal_delete.rb,auxiliary,CVE-2023-2915,,2023-08-17
metasploit-framework/modules/auxiliary/admin/networking/thinmanager_traversal_upload.rb,auxiliary,CVE-2023-27855,,2023-04-05
metasploit-framework/modules/auxiliary/admin/networking/thinmanager_traversal_upload2.rb,auxiliary,CVE-2023-2917,,2023-08-17
metasploit-framework/modules/auxiliary/admin/networking/ubiquiti_config.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/networking/vyos_config.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/officescan/tmlisten_traversal.rb,auxiliary,CVE-2008-2439,,
metasploit-framework/modules/auxiliary/admin/oracle/ora_ntlm_stealer.rb,auxiliary,,,2009-04-07
metasploit-framework/modules/auxiliary/admin/oracle/oracle_index_privesc.rb,auxiliary,,,2015-01-21
metasploit-framework/modules/auxiliary/admin/oracle/oracle_login.rb,auxiliary,,,2008-11-20
metasploit-framework/modules/auxiliary/admin/oracle/oracle_sql.rb,auxiliary,,,2007-12-07
metasploit-framework/modules/auxiliary/admin/oracle/oraenum.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/oracle/osb_execqr.rb,auxiliary,CVE-2008-5448,,2009-01-14
metasploit-framework/modules/auxiliary/admin/oracle/osb_execqr2.rb,auxiliary,CVE-2009-1977; CVE-2009-1978,,2009-08-18
metasploit-framework/modules/auxiliary/admin/oracle/osb_execqr3.rb,auxiliary,CVE-2010-0904,,2010-07-13
metasploit-framework/modules/auxiliary/admin/oracle/post_exploitation/win32exec.rb,auxiliary,,,2007-12-07
metasploit-framework/modules/auxiliary/admin/oracle/post_exploitation/win32upload.rb,auxiliary,,,2005-02-10
metasploit-framework/modules/auxiliary/admin/oracle/sid_brute.rb,auxiliary,,,2009-01-07
metasploit-framework/modules/auxiliary/admin/oracle/tnscmd.rb,auxiliary,,,2009-02-01
metasploit-framework/modules/auxiliary/admin/pop2/uw_fileretrieval.rb,auxiliary,CVE-1999-0920,,2000-07-14
metasploit-framework/modules/auxiliary/admin/postgres/postgres_readfile.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/postgres/postgres_sql.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/registry_security_descriptor.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/sap/cve_2020_6207_solman_rce.rb,auxiliary,CVE-2020-6207,,2020-10-03
metasploit-framework/modules/auxiliary/admin/sap/cve_2020_6287_ws_add_user.rb,auxiliary,CVE-2020-6287,,2020-07-14
metasploit-framework/modules/auxiliary/admin/sap/sap_configservlet_exec_noauth.rb,auxiliary,,,2012-11-01
metasploit-framework/modules/auxiliary/admin/sap/sap_igs_xmlchart_xxe.rb,auxiliary,CVE-2018-2392; CVE-2018-2393,,2018-03-14
metasploit-framework/modules/auxiliary/admin/sap/sap_mgmt_con_osexec.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/scada/advantech_webaccess_dbvisitor_sqli.rb,auxiliary,CVE-2014-0763,,2014-04-08
metasploit-framework/modules/auxiliary/admin/scada/ge_proficy_substitute_traversal.rb,auxiliary,CVE-2013-0653,,2013-01-22
metasploit-framework/modules/auxiliary/admin/scada/modicon_command.rb,auxiliary,,,2012-04-05
metasploit-framework/modules/auxiliary/admin/scada/modicon_password_recovery.rb,auxiliary,,,2012-01-19
metasploit-framework/modules/auxiliary/admin/scada/modicon_stux_transfer.rb,auxiliary,,,2012-04-05
metasploit-framework/modules/auxiliary/admin/scada/moxa_credentials_recovery.rb,auxiliary,CVE-2016-9361,,2015-07-28
metasploit-framework/modules/auxiliary/admin/scada/multi_cip_command.rb,auxiliary,,,2012-01-19
metasploit-framework/modules/auxiliary/admin/scada/mypro_mgr_creds.rb,auxiliary,CVE-2025-24865; CVE-2025-22896,,2025-02-13
metasploit-framework/modules/auxiliary/admin/scada/pcom_command.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/scada/phoenix_command.rb,auxiliary,CVE-2014-9195,,2015-05-20
metasploit-framework/modules/auxiliary/admin/scada/yokogawa_bkbcopyd_client.rb,auxiliary,CVE-2014-5208,,2014-08-09
metasploit-framework/modules/auxiliary/admin/sccm/get_naa_credentials.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/serverprotect/file.rb,auxiliary,CVE-2007-6507,,
metasploit-framework/modules/auxiliary/admin/smb/change_password.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/smb/check_dir_file.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/smb/delete_file.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/smb/download_file.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/smb/list_directory.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/smb/ms17_010_command.rb,auxiliary,CVE-2017-0143; CVE-2017-0146; CVE-2017-0147,,2017-03-14
metasploit-framework/modules/auxiliary/admin/smb/psexec_ntdsgrab.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/smb/samba_symlink_traversal.rb,auxiliary,CVE-2010-0926,,
metasploit-framework/modules/auxiliary/admin/smb/upload_file.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/smb/webexec_command.rb,auxiliary,CVE-2018-15442,,
metasploit-framework/modules/auxiliary/admin/sunrpc/solaris_kcms_readfile.rb,auxiliary,CVE-2003-0027,,Jan 22 2003
metasploit-framework/modules/auxiliary/admin/tftp/tftp_transfer_util.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/tikiwiki/tikidblib.rb,auxiliary,CVE-2006-5702,,2006-11-01
metasploit-framework/modules/auxiliary/admin/upnp/soap_portmapping.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/vmware/poweroff_vm.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/vmware/poweron_vm.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/vmware/tag_vm.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/vmware/terminate_esx_sessions.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/vmware/vcenter_forge_saml_token.rb,auxiliary,,,2022-04-20
metasploit-framework/modules/auxiliary/admin/vmware/vcenter_offline_mdb_extract.rb,auxiliary,,,2022-05-10
metasploit-framework/modules/auxiliary/admin/vnc/realvnc_41_bypass.rb,auxiliary,CVE-2006-2369,,2006-05-15
metasploit-framework/modules/auxiliary/admin/vxworks/apple_airport_extreme_password.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/vxworks/dlink_i2eye_autoanswer.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/vxworks/wdbrpc_memory_dump.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/vxworks/wdbrpc_reboot.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/webmin/edit_html_fileaccess.rb,auxiliary,CVE-2012-2983,,2012-09-06
metasploit-framework/modules/auxiliary/admin/webmin/file_disclosure.rb,auxiliary,CVE-2006-3392,,2006-06-30
metasploit-framework/modules/auxiliary/admin/wemo/crockpot.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/admin/zend/java_bridge.rb,auxiliary,,,2011-03-28
metasploit-framework/modules/auxiliary/analyze/apply_pot.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/analyze/crack_aix.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/analyze/crack_databases.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/analyze/crack_linux.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/analyze/crack_mobile.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/analyze/crack_osx.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/analyze/crack_webapps.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/analyze/crack_windows.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/analyze/modbus_zip.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/bnat/bnat_router.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/bnat/bnat_scan.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/client/hwbridge/connect.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/client/iec104/iec104.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/client/mms/send_mms.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/client/sms/send_text.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/client/smtp/emailer.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/client/telegram/send_message.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/cloud/aws/enum_ec2.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/cloud/aws/enum_iam.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/cloud/aws/enum_s3.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/cloud/aws/enum_ssm.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/cloud/kubernetes/enum_kubernetes.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/crawler/msfcrawler.rb,auxiliary,,,
metasploit-framework/modules/auxiliary/dos/android/android_stock_browser_iframe.rb,auxiliary,CVE-2012-6301,,2012-12-01
